node_u,node_v
157476,91775
259578,150383
37209,124494
269102,47941
108522,236567
235151,261625
214744,147614
99063,223032
6703,293872
290993,289007
153129,207375
237705,269086
16520,242178
233865,248462
109525,212560
231772,91680
167217,127017
534,149067
282202,211979
139959,103357
33487,310535
47913,79581
66794,29696
34352,28967
90317,250681
133864,225358
286976,3824
222427,309032
178884,244826
131066,286482
12395,167969
101397,279084
90097,214967
242346,116642
141708,270361
149411,111963
157620,73574
46310,133455
276826,112418
280375,81238
21976,176963
310459,269645
311175,28586
138375,183758
48909,27811
240597,27540
184272,281237
142634,167267
170196,150318
1241,222288
272761,309659
72980,214259
34745,2254
309101,138682
288840,24496
254060,59020
163947,234488
35719,89522
104480,48073
53775,219133
139212,305108
9809,298743
306839,107036
301773,103695
67027,105254
43201,254104
148019,242567
108261,133897
120776,202293
105627,132713
71010,189128
71382,130341
166822,64301
257100,100543
63878,175424
52069,114095
107143,101387
304440,139493
24886,65939
38767,231096
231288,126855
183642,151440
275467,246021
10332,296796
37508,272989
102739,5901
5358,275201
78831,25244
81001,229958
60880,270
248164,94803
99663,212221
257293,12577
754,123257
43230,5858
61014,5185
126262,128634
166153,145014
192692,273770
68168,19098
187776,142555
18056,141432
246204,193296
22647,171422
258904,102496
295499,50853
45479,253163
134901,148435
106293,154683
79592,207694
124616,172556
16335,157748
133516,262039
41867,150482
200031,273678
131228,52209
214552,275079
269896,108701
148179,137498
242875,225966
142435,309745
256505,305436
63557,88058
94613,291925
120548,297544
26146,83102
203087,99273
127913,223247
151999,116693
80628,21060
169081,189129
31448,163387
224778,245359
306250,101439
244721,281933
277430,129534
268727,157360
74100,21624
79814,103682
198579,113743
151237,236086
290952,278060
173356,233040
230521,61547
117155,66364
281463,144661
134759,293491
31404,24902
109085,32620
158781,87841
27767,59367
61280,148856
300789,235595
19932,23897
274221,273458
155054,34760
206598,267860
1334,251026
125423,106860
206536,266257
132566,65988
12504,101378
234239,61056
40264,141059
204000,254432
140919,284846
104936,113450
3884,5264
303613,140907
12734,33197
85419,215333
274008,281932
58361,214492
184051,144464
117081,141318
129627,133369
22672,217782
220920,135262
258148,78726
265034,292949
304532,214506
268852,266029
238038,197533
158640,168572
203014,119720
250229,24656
278917,273336
296034,15623
62219,81130
176001,81826
136968,252702
168321,109013
33133,273162
88181,140854
160324,55435
213260,127202
289246,306842
262426,120930
149503,160510
57053,156413
180150,255472
251579,207917
259222,174150
72635,93644
293430,260472
191991,247594
111154,140544
276931,307576
298847,250817
277268,172504
307041,58641
27882,115914
69914,232354
296988,60763
25818,288954
58414,304955
266253,54502
119670,222915
42143,53135
212202,73854
186713,79607
118683,51879
166648,131133
15549,204984
248187,263005
112681,22990
145221,129065
12273,218206
113121,28858
76158,293964
3058,172762
253936,227732
240614,312774
260345,55096
41768,112957
115660,150719
149287,49439
220809,273417
130689,18923
33007,32751
247113,158644
179510,108129
137515,180050
122478,2674
194173,116858
34144,181288
288308,14991
289616,184991
7259,285563
103397,81399
238855,87507
225602,78027
82504,75462
165172,233263
17232,309533
108566,15813
106688,64360
9788,231052
256035,5794
256348,67684
30008,290486
77099,110415
178897,249778
248669,10888
268395,245285
293941,16952
45927,19168
56986,60829
306515,267208
239233,70343
292728,121147
303000,286061
179894,248494
37104,90228
193531,28942
130400,107811
264689,71205
175646,161700
105600,262553
56407,293440
195674,176646
291940,264924
138016,56543
38296,90255
173590,207004
281856,248384
84007,219072
21929,67198
32791,58589
7811,27058
64958,87385
234783,279839
249788,281326
81317,30287
175595,78909
191407,282863
146787,131691
157863,144922
266200,103944
172541,205715
217538,65329
213859,144015
217606,114856
240476,50955
226762,235266
264201,78289
72084,210084
98462,205637
252429,43922
219306,103752
113119,83198
147977,168123
103448,98499
275573,275128
291817,12722
190376,254793
301614,63130
207669,5695
44175,302893
5798,64861
119958,11045
173832,68564
164475,218111
2194,84302
62013,215583
212428,274506
310026,36936
227488,264930
246211,137214
307239,200822
88306,100593
303120,241465
295995,150726
39796,8822
140480,48161
48478,288746
280292,170413
220171,173082
64560,25003
248514,227942
88551,120621
81874,123551
187068,60970
156093,290242
223869,306138
308626,274959
210092,185896
259453,24614
264091,259874
301993,81045
119153,302942
132232,123018
1728,297560
59025,312348
252126,188194
14990,83870
310050,112947
225380,265874
44855,215321
143330,158081
186817,37277
121860,294599
258595,252757
217599,111364
243834,172911
69770,7885
156121,310408
142567,41372
153324,136614
254812,281999
194233,229526
130221,198549
293865,293403
152126,23256
249737,182471
247414,254119
235181,156814
149708,81445
125087,267495
235650,198569
249315,130236
16567,68137
304652,282288
246115,240126
130916,234069
301250,154976
91310,13360
293260,112962
273779,285381
88282,250074
263028,48179
10957,154162
293139,119281
67927,267031
170894,252513
83835,135132
64940,96034
143108,284591
165879,145071
86880,264281
13391,154227
221712,35063
224217,140018
291338,48681
115123,306171
87886,12227
61262,207877
214599,89537
138658,238310
81324,63817
311582,144375
232208,233609
120770,155228
90261,86686
193136,105426
221517,259041
166028,297109
116537,97067
199867,311976
307145,109678
311805,203767
253610,63701
10961,135097
2715,14947
267061,136751
116966,70210
248064,109781
63970,264735
301408,44922
55832,132020
135319,138946
50022,169151
98568,125167
287733,104152
279334,93465
167,37680
162662,98604
83850,40317
229333,229022
179324,182555
191673,54333
308834,201298
156251,125825
22224,18673
257040,104420
128121,301499
204213,178527
220289,219367
20598,254219
232239,230381
159741,192397
79240,100576
51978,53877
40129,259838
95597,260504
50522,172931
5872,237558
213065,171665
116056,241182
81040,307850
226252,72130
95417,299531
73031,243532
72326,11359
223804,281873
130685,308949
120211,184600
81497,151003
201134,125365
158897,98799
223147,11730
40901,308559
98845,220037
69875,45562
93311,110983
115876,195500
69817,127667
57903,228476
100986,24842
310363,110507
120565,151784
223972,247649
191398,244513
190550,256561
241100,229464
84048,34937
127124,55028
1695,51550
283544,14192
243369,212710
263726,67039
150681,234148
284931,130897
215519,177649
94221,81098
102391,246319
6569,77408
301097,85760
205204,117535
248649,256499
8018,150007
1045,154385
259360,305947
194237,105279
159090,146328
44714,200706
5193,23973
281373,243887
149046,217857
73051,38448
225586,121405
298189,54616
171139,162665
189034,282711
50237,153791
93798,221721
261303,265342
159614,40390
101233,105603
254209,200894
205414,72593
312056,52602
32881,130190
52109,160108
97146,7440
66392,213081
142408,13421
59370,112816
293612,103464
22210,22193
191875,109062
281586,229176
124311,225476
68946,48057
273072,47430
312869,268003
245583,3544
4161,2359
132775,299546
123216,230064
287010,3332
169906,6386
165477,118695
253689,48851
282471,251173
243297,251395
126314,14149
108046,40548
139737,190202
239076,165714
1172,32549
7223,8223
187369,288125
87881,208253
268773,54370
98232,114694
311373,244755
164999,86092
2818,192342
12565,214570
92400,222127
13748,254344
145838,122882
307717,7052
239724,176652
128000,239530
269103,103951
68483,236341
177044,55890
197576,238469
164428,58748
150948,174711
36959,213374
273426,191348
198473,101960
225729,127831
70223,58671
116867,84393
224053,22635
23591,8903
48401,303841
240017,293305
266808,268699
3091,153570
113043,82777
140849,47828
117396,5940
6998,212635
308400,281229
255750,67534
157557,279015
104078,57457
246158,28621
203484,299812
76548,39327
133865,259703
298818,33097
225217,26753
98044,231173
99373,67924
8046,56498
255266,223346
193979,281132
158892,19157
93856,54326
156787,220523
46885,50049
201824,170487
81750,163222
137654,116424
225715,295371
60969,211153
298730,33946
171882,251250
285382,100541
121127,39382
180402,304995
63911,216130
25035,293418
299930,44885
130519,25472
298681,281329
44831,248636
121258,31347
62064,102778
270249,204561
60633,133429
204327,205736
48687,21290
192906,149077
72720,55898
284307,82358
147891,156486
305969,231966
270437,236325
218857,245284
232907,218215
33466,153077
70225,197356
231543,108523
217810,273043
280679,293276
28078,232797
112772,293222
81448,44153
225990,108749
215350,17334
73836,215694
184726,179454
152640,249742
54627,26771
171996,275117
171594,17737
87478,87392
71243,158780
69528,27528
240638,198438
201418,94857
241105,147784
143594,116664
117586,304685
274665,226053
94113,296595
173801,71344
257774,92880
23426,31578
306253,633
98018,173151
111793,15389
299083,217023
249295,272691
28476,84511
85073,39264
132652,66593
245217,144930
73714,36912
174926,129150
170058,57260
130624,125811
114874,76928
286640,17132
291352,72164
42643,49520
295945,117891
276911,56808
79193,164303
189993,301421
2973,14896
285322,309959
180308,290305
86017,243197
92099,200890
265312,136513
287298,51662
10240,124942
200832,115539
96873,164213
88931,310598
25438,279143
42032,101050
203136,138528
222767,247454
150448,193698
89910,74472
9029,259777
95693,14501
260571,57275
34290,213174
166676,25064
2553,179155
158747,243836
224630,303886
6380,166414
272940,267433
297565,312762
682,229572
259473,231944
101926,242837
66724,82115
157099,187984
199438,57131
105653,87472
204318,59646
2380,183343
40277,77221
175634,44208
216016,57397
193339,35808
222952,295992
115846,209648
94482,223347
283854,149210
138816,24123
50255,223249
188714,73744
204552,180643
205357,259827
129472,151859
159709,37854
51778,161367
55369,84220
134255,62881
156542,191825
84039,49590
58539,276731
102868,211026
291505,115335
185787,210850
211510,75578
25385,113747
273168,231780
85809,106253
216948,56937
60397,114017
275913,163691
27755,272464
276296,219171
152583,304709
189137,196507
271768,38639
158679,33063
182977,220270
286339,179466
287502,98268
113535,27579
10405,81136
243761,186723
216812,232038
69145,98324
260837,310716
191304,75129
303704,283606
216190,189355
68269,111891
185563,137062
161851,293256
255363,210051
291520,151982
250363,301867
305642,208302
90768,285634
276437,301009
115891,260856
129601,247578
196750,67184
242533,12879
112102,118910
94221,198220
125630,95125
149770,16791
135580,251002
297802,3610
311306,28059
170834,125253
265054,6060
64731,230715
287506,154595
16556,82603
280740,241029
223994,50319
171402,214678
8265,143853
8040,163293
273285,47748
18055,27388
156314,132837
113417,200187
222231,243440
305952,236681
138002,310243
130282,36554
88226,312646
35636,244438
108207,256262
277381,141164
91129,105291
305936,270782
254803,99301
259338,284328
242474,194089
3305,133035
17248,49596
109738,310029
273099,177368
212921,242839
289558,79428
137948,204330
16476,51338
143291,168724
9377,159486
264854,181940
32966,244164
268785,234019
93339,12391
153677,168938
35473,78241
83265,165207
33099,276207
251967,167792
54085,263516
197321,219667
235142,185540
300333,259536
57113,106979
54823,207857
274252,170624
146482,51106
87461,128288
281885,309662
273367,134554
8600,71741
113575,42112
193767,167332
95844,66189
247932,31969
126030,160125
157460,276049
19479,268186
28080,6871
135083,181877
199309,71200
174070,5045
277536,277819
129627,40888
30754,304595
204762,187457
160259,170836
50221,150362
19875,26864
160879,228968
167749,245707
74197,10111
245144,119319
45330,22838
299639,81829
123907,250627
99596,304965
178922,178638
76764,232667
98707,40979
121465,89053
170659,204717
227889,242427
90840,116540
98795,25798
160533,273267
168386,289153
15499,287399
35918,66955
77389,311496
201775,86209
106621,34586
209789,227485
35919,84062
75481,44964
160046,235535
213314,6824
306760,221947
2342,62130
20039,162465
30541,244412
90286,291785
262642,202841
96640,23865
155059,152198
143973,297386
54952,310005
241304,278484
123973,207351
189622,58611
131135,301288
300508,170508
233089,121266
254991,275398
277348,42523
11645,117101
103109,279132
219892,262543
45393,218049
268261,180504
70750,16584
249828,247718
128090,43323
236783,297950
244675,138844
116342,2047
208134,223807
184217,191623
224326,278199
218354,202026
89883,7828
188664,164709
178463,157818
92837,171238
305533,253898
178936,64108
202097,40403
253450,23284
103535,74588
196821,83746
157260,286983
252981,120434
197019,12061
157177,208385
5575,242975
212605,48985
96638,222633
161640,134815
242081,35027
143020,275192
27018,14510
27358,246154
281455,61597
182811,218870
206044,3308
183332,303226
10264,250410
279285,215215
34274,113288
28618,247471
227084,133205
63558,278745
25598,58647
34895,218268
261342,240120
270807,20613
45821,229413
142384,244533
235872,78399
119598,31097
198987,83898
71035,15100
155113,37807
261966,42538
44504,172907
210650,286713
204763,119556
254499,41807
267297,242581
208919,277988
256355,229041
95332,39128
16686,1800
254548,34609
226907,250688
24730,231949
100319,26010
128394,141858
254844,58991
79866,251190
258703,193221
290316,237032
98924,123589
19212,237102
152803,273206
249133,118183
172602,41549
130203,86602
80321,203367
220356,89513
80990,161019
234978,89784
265546,115908
221789,21751
61954,210097
21382,276024
242375,40624
210770,93814
297645,76202
126016,212037
196595,201289
309345,121734
143445,55281
248775,133721
271617,168580
140922,90702
199710,252695
263845,47573
98985,133326
180959,264154
177355,71587
106980,38442
146491,292565
222629,57451
305797,46898
90049,307906
270020,106603
6659,106236
246413,219944
134052,122252
130975,127031
279650,299108
120079,3059
294644,252269
94535,194842
220035,21970
234074,70650
311532,153354
307893,25478
17058,69751
263954,296392
161169,67326
26747,32829
246638,48414
57920,64367
298149,192060
120008,102275
94283,55826
496,252904
37912,105080
257381,99381
190595,296641
79003,90066
226603,6206
282609,3560
223261,22801
161219,11052
42825,290217
73466,296358
1768,102623
292581,137633
229749,308032
233379,277426
107241,155108
70744,97407
164000,17070
283880,12766
55886,252759
252910,105362
171604,61993
139819,148687
123117,90243
278610,32177
134803,308088
170316,300311
252417,295292
245268,175743
669,7902
293478,201583
76394,118800
240436,180871
205055,221842
206818,290486
51427,272450
164580,302142
84417,196839
185489,234728
85618,304999
178956,246592
228774,281984
59309,14000
292509,277717
268922,69604
20360,40914
243533,110862
187211,257656
30070,285147
142083,186575
241525,216646
146580,265087
79361,270935
34444,51977
203070,79651
178978,267963
38313,1708
209406,162564
4768,102080
260247,262786
30487,285495
36721,260435
137286,216618
280341,176265
214732,119423
32360,89429
137391,285902
101893,108248
156516,41301
183065,219177
168885,130265
126293,80905
217227,300520
111795,162439
181780,178079
82854,133513
97204,241312
239361,271896
231455,236356
145412,143273
56145,155604
155497,306603
204127,236555
195169,61212
34940,101841
185635,307596
7291,229322
12439,243732
36577,274179
25390,277577
55314,50622
49740,56767
93602,258865
59943,84429
1694,213875
123499,266918
39329,216905
128433,54960
246753,15699
156060,125562
19775,307797
107317,236519
73012,166313
262439,113815
296458,279326
295750,236152
52618,92209
290558,206425
280243,106325
57963,168331
43896,223769
35803,50777
24307,278786
267190,3464
201092,7337
109269,157768
74793,253834
129296,77343
158600,159301
37672,160785
274093,79598
141894,276452
16647,87524
68310,268380
153039,77535
50450,53093
278770,232286
127601,82513
309170,114482
136459,126009
297874,263397
151022,272303
245213,124358
172049,60986
212362,223958
163170,229243
103912,127844
115643,44639
136651,221929
97347,79100
52876,37108
206227,91140
70731,169530
294722,70785
183213,192405
48958,148585
73454,38280
134194,112306
153723,40590
307073,229611
40428,300567
88132,19138
270096,56399
308522,144234
252406,193408
256672,201325
33831,194999
42307,65269
124674,300111
24883,53261
112121,110339
71002,73518
38964,238073
149999,262657
168404,96045
262519,125485
46006,307916
6360,23501
58134,104534
303022,176366
290037,20894
133790,40071
198987,217304
65705,272203
231637,97293
101890,20924
285968,186433
131201,295482
10500,21113
46436,228860
72286,308607
58846,202648
312062,296373
32578,270494
111245,47324
61722,20639
208088,276880
206104,162284
197297,161242
300407,206876
310591,311001
309391,251817
128722,133745
306584,259192
85939,30247
144631,163581
86579,181094
73085,268455
93935,185549
284,284681
72092,109648
10107,240032
242303,28808
6791,50467
146632,132096
161818,276109
240656,183728
280441,168267
132878,158616
230084,69923
91038,207455
278143,32654
249076,228751
105498,114370
230917,110654
143594,75494
254833,273550
47091,28383
77733,15944
223319,93166
45948,141380
200502,250675
413,228025
193994,283467
6006,77092
104169,21568
169874,39082
7436,189263
240988,59523
285461,96135
251961,140361
200057,82449
7737,81402
106592,32121
68479,232232
217537,217864
259193,111607
287917,65928
289966,175860
291740,26204
85854,189583
138135,74110
16101,228828
116128,107626
132454,152511
192242,203811
158065,201372
76437,39458
89697,2892
9653,303394
54887,225214
106734,178068
93700,279001
256955,141128
299747,196338
153027,63063
244636,207237
229310,108716
6417,310437
181469,35483
182394,121570
307129,11664
103346,186981
17935,46876
298452,148471
30642,112503
41839,276650
126157,161164
235692,185027
146955,154793
266063,210466
262228,295569
307470,251667
40019,294416
285467,113399
117925,267417
173627,312328
209188,105149
253322,293884
200461,9306
108340,1445
63702,46677
125412,38433
165652,7912
68609,250860
224712,242051
80931,273258
26731,175448
98774,167393
221412,165825
88108,158275
165476,202896
301100,157935
115963,128285
121960,55499
169033,277194
98932,74300
55598,48875
182728,87532
35207,279881
190298,105831
300923,141004
101356,118835
140500,47924
61943,277459
182652,222838
212824,148307
298757,56633
148355,221046
185005,13553
271340,305675
281908,30530
260536,9730
67240,219850
250991,187263
25773,64294
59625,307451
180988,96446
298234,24560
219082,153339
97651,138485
199194,95978
87598,79711
167204,4137
154220,103613
295424,240838
58542,15403
256174,175778
99641,108197
296464,96264
262468,229049
153157,144205
136851,132867
117835,61193
98453,165058
236722,161882
89875,42195
219259,83151
109888,33286
25099,227445
13001,252715
890,128403
124929,76792
239190,3425
150087,49587
42343,188483
205523,177152
128273,176902
170088,143315
134485,142228
40532,157372
285042,252048
36916,233132
190530,52001
56788,113377
250436,259564
136328,81346
187810,262084
30199,91544
150649,138811
260765,201862
146739,101955
62417,264174
194891,197802
283608,260387
131850,145521
98564,140554
37096,82629
149548,260059
218224,202777
206165,303709
48860,27636
192178,145958
77279,291267
120858,309570
282217,117598
273275,276351
80089,11223
198060,71905
80014,238761
297410,235614
132652,75385
215817,120245
7363,121689
261415,28128
150048,138857
267107,169497
19145,309895
33518,264325
206723,178390
223697,140929
252602,288721
149935,254648
222212,311643
208520,55660
192255,30129
91180,291542
155898,1848
59235,300101
168411,27936
21271,213654
236398,81501
165389,78215
34248,111838
100745,132970
246095,104313
39605,17185
114050,100985
145366,93235
312657,104686
285710,159051
246338,195824
175818,178828
167959,382
281853,222340
35357,134996
86564,146913
103832,162102
44298,65321
238905,137034
304959,202838
275794,299604
304080,49892
41835,94969
256089,1562
27079,168394
61447,111815
155653,90342
239248,199214
199777,208176
50605,162733
45318,37799
99974,136313
236472,147515
103426,301380
131278,42940
73890,127951
71529,289268
206403,140738
245082,180931
216848,310173
178146,275096
273657,75944
269841,47150
96645,111820
47802,99809
159093,35588
298107,82114
94268,195760
144479,103917
236086,33443
143942,251146
309225,17348
93083,90988
248234,84066
291980,230473
58203,137900
270005,311323
229878,252507
280699,48218
14064,185607
245972,40338
137253,47680
266184,187216
295316,214120
181392,302140
162017,192052
283896,118843
211937,126563
129877,245214
173899,52889
44059,150014
266918,234997
227851,61695
219127,68974
171138,175927
211176,194791
21181,15287
227936,265753
127334,30035
270056,103439
268682,106714
300448,285036
31915,124304
44320,242166
236418,198097
131089,70989
119833,263570
16086,290724
6084,196309
31334,292325
64356,133207
202882,142091
224072,308335
23011,235851
304765,187247
28154,17370
30642,59286
154235,9408
53718,282749
260039,111730
291218,114161
67507,56615
228822,187959
232989,82716
61745,312628
90842,21274
160273,142791
158580,274585
130867,15270
2116,269560
115663,283317
154435,61440
199702,121154
290029,210785
185599,173024
172905,31418
59653,274455
96931,196646
108503,112190
258023,132376
249189,280274
311213,234884
166249,182119
239462,217349
35779,45612
271873,149358
44192,3951
311028,265364
191138,178952
212324,123835
249301,144213
213772,246175
188179,203391
274837,45636
304117,132149
23346,83956
248244,112695
169953,69089
71222,17136
156815,195603
94298,18247
220208,227291
47658,28529
117172,45735
101107,46900
67608,136480
147445,222359
156691,119942
274263,141313
202115,41654
7785,207483
228094,14040
16527,102661
36566,156318
207173,289847
103692,198819
62413,112552
1787,246635
166402,100949
260640,65309
236036,115431
288620,16036
241439,257667
17956,52345
33680,246046
123957,140043
196384,105463
104541,107360
259845,190575
168430,105850
311772,148242
169384,279917
293999,296681
310763,56075
212825,181544
225774,217117
146831,67737
34976,218892
220726,293243
101161,11920
287075,156531
75139,152467
298447,11766
303911,82603
130973,243350
291949,83103
179303,59083
8940,309374
293840,47770
58725,91399
163632,108101
90836,188853
18553,215724
197690,255022
56631,134419
156938,265842
151710,213936
38171,250802
167880,48338
106948,98027
266556,206107
99227,32794
259980,205840
28287,225197
154106,51416
56090,2747
187682,283041
293422,66863
91953,292579
204671,96658
249585,35373
154492,279930
54428,299992
269876,60778
287894,14583
7526,142467
197054,9256
244016,186712
309360,95307
232149,280344
219372,88254
151932,173584
41994,91756
257000,32558
281485,235563
36540,15723
54287,78084
161110,215256
162585,134704
194293,246258
139641,151201
36647,104735
67182,91151
222868,203903
117954,272969
123294,61792
198090,113095
117634,232363
105217,86159
28968,302484
170876,239168
117975,133273
90655,57964
85269,219761
44270,15234
126014,32737
253617,81798
244486,100408
43141,30918
90241,267042
259041,309709
234704,56997
78025,155139
35082,189550
143636,8072
248411,153573
29485,242962
176954,177867
262856,48464
149750,23906
54637,84231
35473,109578
273165,229407
192494,106068
170816,6664
153321,302378
296023,9739
80092,136639
111835,84581
190615,242464
120471,129791
155096,76395
121478,233258
57565,18990
192933,19218
244897,275288
124285,179936
272131,118629
125575,29540
64794,262227
275280,232493
282945,62670
201209,119213
152183,61625
150725,48435
100977,18205
137230,184201
119735,195092
222271,211230
91981,166974
11553,215240
72709,48865
130577,244170
112246,214973
13862,307765
79790,82446
91692,5224
12443,100663
178931,8642
262726,215329
19155,184296
279575,78311
115817,11746
135818,260375
8562,312113
297913,248913
77301,128263
184597,250008
201690,80906
149062,133538
33473,2594
163080,104568
154251,5884
190896,236247
190772,273927
35918,102078
71115,76457
170001,41320
141231,103780
144483,150240
144254,236224
276149,66779
107636,306727
116928,53300
222842,153966
171502,141746
294603,86332
245848,145432
178318,273802
166396,109734
223402,189571
185916,248472
12915,64862
295298,283388
237640,100310
87323,276991
311199,198992
69037,52610
258012,109031
235658,88999
259220,179837
154698,205012
233673,23271
303011,114326
31268,163036
256883,67630
149910,147223
239522,291551
161473,25069
69646,263256
119816,206450
154449,173258
166962,115176
190416,234700
272969,233232
108603,312917
227512,237095
57759,39092
130150,296986
281273,118869
69886,275114
185867,257311
38200,50139
5079,31398
303841,29790
278110,34346
242902,192125
64783,93362
34392,287462
197302,134050
238635,171430
51448,206319
212227,60961
259152,272288
126554,236981
248580,2849
16450,279596
208664,192116
286014,150422
279302,263624
286923,190158
197374,275874
145590,190463
173379,258314
40410,214830
77980,150467
7643,86233
61294,279049
184964,150475
38606,72736
143225,14231
10599,116608
224193,241170
49731,120158
154831,183394
278288,153197
85836,95083
253937,297513
294287,246074
103672,82983
290193,218725
293824,9057
206682,52692
65847,126880
124946,30145
82182,44924
46792,81751
245187,246199
20414,28208
58511,265474
163834,246810
277439,44194
223971,39172
145572,7146
270720,150667
192063,118587
160397,14879
99934,185337
15618,111621
137059,234795
30879,205745
138803,139115
304199,182554
150576,82501
297038,258971
143675,209891
18751,251632
253244,71512
238209,76225
270579,113179
285327,126821
63633,57216
171109,25517
3998,7951
232806,130760
35836,228071
83265,259227
168339,69166
266757,164749
187740,100971
298749,237140
68094,205141
175532,121535
89037,8045
236120,216979
133554,165552
17999,203654
269572,179015
180629,106697
216167,196659
79545,103041
179483,73006
59655,145816
84858,236001
254473,39974
84968,112811
84469,297668
115911,97174
220151,55201
41216,238622
178866,272840
103206,167685
224759,238461
92802,164346
308542,243938
129437,70498
15290,72119
25232,236704
294038,259276
197279,12493
140129,109472
295740,61144
206449,304110
188118,208110
197782,233456
228728,137531
35800,290126
234796,207922
154209,275111
140244,163226
295885,38184
302735,32971
258104,63533
200863,72282
250853,239879
136305,57781
255250,232719
290586,30588
64174,224332
45962,106951
115515,168576
218766,110368
17090,272223
78628,113583
134604,67555
13124,96834
290188,257260
181118,310972
232188,178715
44256,43750
34080,98771
285920,255388
144744,300608
199216,256653
99755,185702
283570,304198
219422,206238
167949,32111
192923,144691
182115,182681
5559,190778
201629,194852
151773,10939
309588,246273
16300,105872
14744,126314
117396,272338
27654,309008
146287,284369
22135,10386
250287,176775
149032,202653
74700,154326
9289,255875
142272,126177
85066,76716
116852,164973
176695,136202
4824,177463
236147,208395
297095,159481
226552,190553
178826,237192
47640,7834
2885,30898
106350,303118
3552,73026
134054,171442
44421,190475
180213,140378
163450,183354
35262,237387
141547,40370
57317,150923
312365,312646
72811,143935
305954,288181
48269,298524
238853,265460
272257,39572
198411,235913
110381,133286
311643,142901
298302,25267
117741,238377
138216,294091
162727,289446
189607,81205
69685,150897
209525,108316
71960,271446
216918,142466
224382,44397
79242,88641
23747,455
214059,57567
105807,116377
2139,282397
115455,247446
214723,206495
49690,56619
54499,289435
127210,283715
1460,74604
133884,56319
202133,294230
34374,131182
8886,122596
49862,224387
68854,23070
122100,192529
50383,117472
125894,59323
229167,191720
92206,166163
233756,68978
60044,268831
91619,252809
138343,294281
32041,224426
130618,112803
50948,224547
134542,84128
146219,183746
111012,137630
281440,197526
267800,186856
53054,289177
231234,255672
175359,33196
175981,42837
250446,300473
110551,260972
279764,166048
93160,153974
47064,18337
3939,260914
241862,191179
303301,229655
292142,161633
87955,126145
183156,49339
260070,137284
244799,262889
168520,101075
261762,283216
45063,210490
232952,52344
183588,163010
98118,260434
113403,205313
215636,231092
307119,81132
118362,18257
117621,190622
293966,257877
70610,172281
51662,257417
136727,124251
3389,185559
70819,264625
195009,280070
156266,188575
215897,128728
106842,264153
269176,49413
102833,300423
258457,191094
184836,36146
163694,248843
58028,107610
187518,203283
132956,79330
105728,233935
51521,113294
126306,243673
6027,95710
139845,37023
26006,117861
223649,191565
5305,57601
300275,285084
20945,231730
83909,203659
87074,77413
133,265343
252480,116599
223799,201070
203425,227469
182998,76502
260075,74217
70093,88563
83754,163519
106745,222614
91653,285294
92091,105964
65833,125602
25273,98451
98485,95854
3898,19653
250089,192490
106603,273452
204731,59885
154454,203552
33354,248921
210468,244986
90944,256038
146688,90206
145779,204241
127705,134348
228641,182616
170126,92510
234266,241703
51393,306427
121415,95992
161121,48323
198222,278955
149826,227905
73839,306178
39805,184871
267983,70235
191367,271483
151686,62928
152426,120752
118866,179755
58676,16294
235293,222359
109797,295238
226570,291035
78222,107590
246346,154704
39315,267055
104267,134594
152860,91390
309528,296491
101254,118421
13739,127434
32853,296877
270965,164664
266317,197783
78966,94983
11619,116864
266675,175854
262844,288991
111352,283667
31965,298337
305995,286531
214096,179089
249507,7759
41826,264177
214475,176985
94934,49348
79782,249536
99188,134122
29317,64824
47393,13435
142981,192099
242186,13238
179289,208872
254466,98090
257341,232529
30430,83708
63289,218211
98809,29407
12180,135140
241178,249234
129795,52244
9629,181104
241348,29811
138361,297196
52682,230308
24852,191672
186113,92711
63748,69330
26336,141738
286157,252053
234767,86117
270804,120674
218121,16479
114785,84532
29442,41173
166517,245367
27571,10686
237270,213287
101029,99221
244610,84006
136689,159544
74020,299315
307462,51465
127259,116600
235524,310531
37945,168937
60816,302233
60180,113964
15943,186697
156223,159123
90144,33035
259136,51694
158522,150682
164687,228928
104547,272149
92410,225746
197814,100002
177063,97236
269893,228094
144271,252575
259712,202803
181889,178753
77681,99690
105869,172221
282382,194310
109628,173828
184828,290581
147516,25593
220348,25209
68279,299056
129850,236247
264628,156975
74744,91516
247,84150
302603,225743
43660,279292
164719,254074
180479,285153
64630,114671
172599,262488
253677,52214
157105,139456
159274,118378
61341,68423
170434,49453
45796,286283
272085,279463
222833,159136
269775,228995
100215,283105
158112,242818
75574,303157
178783,277015
174578,32768
81746,70963
89318,185774
240109,275144
53121,95558
285724,23635
60241,242398
41995,74323
211106,295067
69651,238853
195747,232799
299902,215625
75031,275474
296599,43825
190361,81479
234455,23243
41401,159282
95895,161448
166407,89200
206999,300178
69412,106581
36853,90585
94569,99801
168357,153300
145450,112634
72446,296514
125635,40606
178557,194908
128823,49778
57845,71759
180913,193703
44400,79275
103435,282374
274214,61949
170532,268703
132322,152481
116808,51287
96969,53698
236926,134790
197749,226303
35911,187665
73628,281600
140116,176074
305661,62443
308559,107800
81258,126328
51383,183156
264566,235557
61925,167068
6602,18110
101223,31774
230869,120320
276112,290158
84591,270215
61824,16268
163190,288706
165211,117659
21339,92990
256940,185601
272499,186370
28647,296370
160610,92027
105645,159556
198256,298809
116257,26901
79101,266805
222948,256921
29331,62181
110637,87653
82946,75874
1049,225855
115861,15960
28915,223862
73888,305444
281235,27270
213538,7034
